...1,rowid,statelgdcode,districtlgdcode,year,areahectares,productiontonnes,yieldtonneshectare,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,Measles,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,yield_area,yield_area_cc_total,area_cc_total,index,gdp,beds,tap
1,-0.11752114660732975,-0.09193596245884035,-0.15722988145990288,0.03694054330533881,0.034602230751041185,0.03309603130850815,0.04560904419833992,0.1354211014370335,0.12437592262036032,0.13548239627258687,0.13073808255503597,0.128876788088163,0.19475220296630194,-0.019323943548498933,0.16200890083588584,0.08801381384610193,0.15682451645809187,0.16201513897488604,-0.01837425567866364,0.07090069157337674,0.10830543874906211,-0.04728010230457383,-0.025053242490987046,0.047280105556121076,0.0798805375208044,0.11679337614194425,-0.008150523298423924,0.010196496158150221,0.11447431925210082,0.08767736400307645,0.06925101594815694,0.14802758262805668,0.09196370463539466,0.21795241962844,0.12291522317297515,0.06830445954892232,-0.2728841374154277,-0.05967039206955041,-0.08171210490581439,0.07876710070949469,0.12714808501849173,-0.022114435412015805,0.14171399941434112,-0.05268248304671544,-0.010297080471700632,0.06996028316030183,0.11454385616833762,0.10207383524665938,-0.12565233172917425,-0.0024725175153745686,0.0028129835000327732,0.04401097474596693,0.009267408294159818,-0.036788012886688565,0.031019429033718803,0.03790031862249003,0.034106831129063514,0.04791755779871621,0.25853408979793807,0.3245131944277196,-0.21361925987609773
-0.11752114660732975,1,0.9929499724172868,0.8397710669463623,-0.047239343691413485,-0.07062894208099307,-0.012666884504433413,-0.015649928637522674,-0.09434339493649173,0.04387938396218453,0.021419593994962908,-0.07559814883330276,-0.051390085246455185,0.1704300327107612,0.0854958080411856,-0.31410274195832966,-0.256732275777299,-0.2662748483750696,-0.18419493220040614,-0.3427488079429165,0.017126732176189517,-0.07282785001292297,0.3852778095836007,0.34252130101413497,-0.3852778093374,0.02430571522831843,0.0881958094689685,0.2794606334960088,0.2847932737852279,-0.06523248807095813,0.1548359548480894,-0.16786499525075022,0.18750320246367985,-0.026673199520371237,-0.17550328540330626,-0.17751106474197384,-0.08072564018764973,-0.1738606193119153,0.23743062362371312,-0.06811241633319065,0.06930068543308886,-0.08667934796476695,0.00422205880488753,-0.10406054191046794,0.03684339615686883,0.0015817746293285135,0.06380250793396733,0.02598813545525189,0.22054568234105792,0.2577439797942901,-0.13893438576804537,-0.13972805031097674,-0.20100423909068083,-0.04422711990663188,-0.10116098342086846,-0.01584188432853143,-0.014757644043361016,-0.04453276972876081,-0.018018577729916933,0.3235849928900614,0.19860789597645684,0.2964124291054487
-0.09193596245884035,0.9929499724172868,1,0.8254238501471143,-0.05129516703906146,-0.06684797464668177,-0.014290700448736721,-0.01671986790640352,-0.09559849347070584,0.0432768509594468,0.02292496955300438,-0.07824701147622531,-0.04946952365917091,0.180501475302088,0.08852682423317224,-0.31809242170399155,-0.2590364001861766,-0.2700768860611509,-0.18313124268986164,-0.3535059197297842,0.017222501569015072,-0.07386093581453884,0.383233053780487,0.33898965475228354,-0.3832330537210824,0.025495013247590844,0.08982347857129315,0.27999882613749366,0.28400719998094925,-0.06591019000533231,0.15794173082733795,-0.16139937950327007,0.16848058300408825,-0.028062362872944502,-0.15083745425044173,-0.14169990261362278,-0.08371734745194029,-0.17986361893256123,0.24238898994195834,-0.05823655730096825,0.05996313185739541,-0.09328994157537643,0.0046268171545155055,-0.10145761373461137,0.02149450118461791,0.01911462644914544,0.08410239691196524,0.03250920603199645,0.22503374778105592,0.25640344656867636,-0.13834128716340505,-0.1525136993024566,-0.20911043596331805,-0.04531500005030747,-0.09835158942175831,-0.017464926379701918,-0.01654931770254294,-0.03966882567947147,-0.018702332584335013,0.3080188706686682,0.179235068573536,0.26390227540307754
-0.15722988145990288,0.8397710669463623,0.8254238501471143,1,-0.028272610786752868,-0.08862057053595954,-0.022706633214075886,-0.029145145456096026,-0.20497958496599522,-0.08869154527117754,-0.11521608500052799,-0.1972252107481059,-0.1457347504871184,0.05089031873110286,0.0024890755783615577,-0.30551929424686963,-0.257496931430749,-0.2555844067382451,-0.29022971449895224,-0.282842221817744,-0.1237450685248021,-0.19540707804806862,0.24374179852979877,0.21454786917219934,-0.24374179686701708,-0.10793494034058099,-0.0451377645621382,0.24880497341797347,0.23434739727408513,-0.1893387795122261,0.13055497855403775,-0.2398333296590888,0.11965081366265591,-0.15498121288978128,-0.24629256076200004,-0.17098862483713997,-0.19799943809380338,-0.10177471103793376,0.22316478049691937,-0.007918771234609271,-0.0010549466768406993,-0.20623192104949092,0.025291348384945497,-0.090246881646663335,0.0377717397681007,-0.0019015707094927994,-0.01984744872955494,-0.002883219028497234,0.15947861039646508,0.2018631048321183,-0.06152148452316394,-0.08819252265859057,-0.14013173949137003,-0.041998346862793544,-0.0984735284126199,-0.02627074222842718,-0.02974925724903996,-0.07770817719604887,-0.031944424009602096,0.21325857719330513,0.10367414750369304,0.2048736045860431
0.03694054330533881,-0.047239343691413485,-0.05129516703906146,-0.028272610786752868,1,0.003106725388792479,0.00535587908002874,0.01888783998460426,0.006651002890157908,0.08092660162783563,0.04556482987063679,0.01708547936681248,0.0421164813071443,0.22008345990194383,-0.016675302168207097,-0.10304880865293842,-0.14121319535051713,-0.06235247810225121,0.040809598326489574,-0.3083955976816784,0.037160164685473805,0.0040913066490624915,0.15449775969949947,0.10525462844720311,-0.15449775706169502,0.05306019443346853,0.0941738879532972,0.12891280900392055,0.1795653427688361,6.027397718225382e-4,-0.01939129265050116,-0.0727418603712006,0.10879841352639645,0.031223805003270207,-0.07264971528448437,-0.11862350780633911,0.041301007681810456,0.1572258626936258,0.09338190628686772,-0.02666444188504173,0.029243930823844633,0.02916944365173727,-0.006613173551987182,-0.043148097176421284,0.1442807690758874,-0.12742745172366654,-0.07224950123340823,0.01806513633964146,-0.012190354544355615,-0.024145448825074318,-0.004690885639474488,-0.05974578132697904,-0.03542960771817638,-0.02929309214199382,0.053151235789219584,0.006889622317671813,0.008224231226238577,-0.004377810386049,0.016907460414096707,0.20572456472171602,0.05253665294782532,-0.023597803082317046
0.034602230751041185,-0.07062894208099307,-0.06684797464668177,-0.08862057053595954,0.003106725388792479,1,0.27921311944199595,-0.01615806717277159,0.07790577370630179,0.074804948726796,0.07839433970740849,0.07972958874389093,0.06723962774296034,0.0693023891157379,0.07023608084973487,0.006989593754699542,0.030158229378902383,-0.004801178905134514,0.08672339434797477,-0.03968825561365393,0.10080692572777719,0.0913969052064649,0.05151394438064589,0.05294297794709171,-0.0515139451264052,0.08563876600791047,0.04936836983015858,-0.013254709726121793,-0.05263367235284552,0.08945618871634801,-0.017568802703300117,0.0745555456832424,0.002041304276964513,0.08971522570666807,0.10658606291076282,0.06554388433340855,0.0941697797328395,0.018059175017751783,-0.044306045124927015,-0.02709137986004288,0.028021606235453383,0.07400724559892943,0.002109862869569742,-0.0054977601703126485,0.015960191747930202,-0.017044603341089322,0.08786945419750718,0.01285905420085754,-0.02995676294503591,0.024155111693526042,-0.03930134405656945,-0.020247627220545242,-0.021452875547265673,-0.001491034946240121,0.029966316470567453,0.2775696180246682,0.24722866621751097,0.7679594627891916,-0.023204405824800975,0.07685751012219603,0.034580538160508274,0.03176632187660489
0.03309603130850815,-0.012666884504433413,-0.014290700448736721,-0.022706633214075886,0.00535587908002874,0.27921311944199595,1,0.3367049665841084,0.08311942640296761,0.08377759964259136,0.08410642209811682,0.08197000778881251,0.06065755011397307,0.0818537312323113,0.05874418333585063,0.03114028957046352,0.04094287984068069,0.01960152400633277,0.05882752669940702,-0.016699856486469926,0.09151336191499537,0.08991935086969914,0.01390695897352037,0.017545546280803376,-0.013906959314736426,0.07185574247390399,0.05487917256345495,-0.02718789492917274,-0.028256606428367713,0.09076194334506689,-0.0029170201224362874,0.05480006692477625,0.030851081029134246,0.09184285344882502,0.05592750054862339,-0.004467570329122521,0.09202052111919289,-0.007091835384716306,-0.04427531629303645,-0.018469990366858927,0.018663956133653146,0.08795628465718898,-0.001576964734405896,0.010568451966731712,0.017967662249433435,-0.02722405220305958,0.04191954194068393,-0.0021286789801214833,-0.005765431819964749,9.407418231624243e-4,-0.024725433795452775,-0.0017343404364229082,-0.0033754807184347125,-0.0012169594304028443,0.0173820228811491,0.9981734971811571,0.9013722698083007,0.2012952311016985,0.32367476916235827,0.08565473998476424,0.07759266861066272,0.024273656279411478
0.04560904419833992,-0.015649928637522674,-0.01671986790640352,-0.029145145456096026,0.01888783998460426,-0.01615806717277159,0.3367049665841084,1,0.04036691842737686,0.04706957205873506,0.045808400740222806,0.04076282578242846,0.029485666651157375,0.0530048722895955,0.01971921197652675,0.013849757735835326,-0.0017507506613589972,0.017476317088327028,0.037899443107320685,-0.00885252952595447,0.04383000235558157,0.04276817075167761,0.036587485835589545,0.026675291894632674,-0.03658748624611058,0.04064540558927117,0.047346609245475284,-0.009609006915724397,0.013136016031006323,0.04310037651562485,-0.011711144632681946,0.021742068607938498,0.04058937081345027,0.04370227399674472,0.03269924423150679,0.00866636621004927,0.03912152830435059,-0.027362651009410984,-0.016052764909004827,-0.02731771534779364,0.028372878623031426,0.040330479850713016,-0.004185126100768147,-0.0025222734605524705,0.03004429877223797,-0.032815046287947215,0.01704972817372416,0.017464911927334136,0.02558136873118277,-0.01647931307267502,-0.015748313641130298,-0.007475169311565629,-0.00652385093184507,-0.0019205910334793336,0.0028433494856326485,0.33515140261593507,0.2960722808409828,-0.05143770352392909,0.9295033919682597,0.05140254205862872,0.04090435120598309,0.019165431257919485
0.1354211014370335,-0.09434339493649173,-0.09559849347070584,-0.20497958496599522,0.006651002890157908,0.07790577370630179,0.08311942640296761,0.04036691842737686,1,0.9207512087224288,0.9537741031534889,0.9688084473892963,0.8263203442139665,0.5871229927940966,0.44481651852629794,0.48392877952132274,0.34013827690958554,0.43455170165121537,0.8520971352563812,0.055466919366924085,0.8793498637551747,0.9157933941845684,-0.001710803646297169,-0.013153779887685972,0.001710800555172259,0.8295299759630449,0.6767346674208843,-0.11262324941182893,-0.16886728692513656,0.9324075385862629,0.0330498662509542,0.7045750474585741,0.07304965371224499,0.9066968658175059,0.6581242603928945,0.05338447887925623,0.9021774798540799,-0.09187864748034516,-0.10978653283124283,-0.16573028300680692,0.1670382108474204,0.9548371387673916,-0.0048771136390180604,0.16164151541851501,-0.03898745425665912,-0.05095145922396203,0.34985292837056703,0.0921444497150565,0.03705306569908214,0.013821423617182346,-0.11203203935085569,0.004972869815322949,0.04020620194923551,0.016365539412255558,-0.030450969885383185,0.08450190619967962,0.10498420734744979,0.13520681506350027,0.04259606067047093,0.29225948336427093,0.29014336117298456,-0.0579823313276176
0.12437592262036032,0.04387938396218453,0.0432768509594468,-0.08869154527117754,0.08092660162783563,0.074804948726796,0.08377759964259136,0.04706957205873506,0.9207512087224288,1,0.9442585145774971,0.9285272840720413,0.7723402108576856,0.6952156633256023,0.4252165731053443,0.3674904227826234,0.20793612646767923,0.35209230676484243,0.783894263172849,-0.06178569576697323,0.8862754373217894,0.8893076406284934,0.12612552971250385,0.09747644910758049,-0.12612553225544856,0.8723732682109705,0.7693112180775449,-0.009349147280618777,-0.05256347822604453,0.9005339927866969,0.029443809351843715,0.6462920432101164,0.12622690405015344,0.8996496408297281,0.6263308411366318,0.03806894065996142,0.8738330557096695,-0.1035059177700215,-0.0517725435210002,-0.17006463485658097,0.17155234484086043,0.9131909142176268,-0.00991304489919632,0.09417398037541812,0.052878985140645755,-0.1235098777362886,0.4269080537597969,0.09792198773244155,0.12791924951429418,0.0653400312165938,-0.1508389669750267,-0.03677235189923625,-0.022414831801300255,-0.005718832625420275,-0.05621214987243612,0.08450108604859215,0.10683082480216406,0.13336467975479122,0.05100766873396417,0.3645843719892998,0.27299375611426757,0.03726890034017341
